,NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1805,DELTA ELECTRONICS,TW0002308004,7.85,21.06,18.95,11.44,9.34,11.1,15.1,21.23,35.32,30.34,19.84,41.22,67.76,42.17,57.1,90.86,104.85,72.42,100.25,94.99,97.23,94.76,215.17,206.53,220.34,206.88,277.86
1806,HON HAI PRECN.IND.,TW0002317005,85.16,198.49,206.53,198.58,156.14,250.03,288.71,525.39,660.99,617.14,238.91,656.95,769.01,650.84,634.46,696.5,773.88,727.75,965.41,1207.05,735.16,920.56,1485.01,1355.11,1309.36,1331.5,2096.03
1807,CMC MAGNETICS,TW0002323003,27.74,111.98,45.31,32.29,25.46,40.22,24.34,18.54,17.77,15.44,7.55,13.96,15.11,10.23,8.55,8.77,7.61,4.51,5.4,7.4,10.08,7.9,9.19,12.59,9.49,12.1,10.97
1808,COMPAL ELECTRONICS,TW0002324001,26.09,51.8,34.4,31.57,32.91,44.12,36.32,37.14,39.46,39.51,24.75,72.42,75.89,72.95,46.84,51.33,51.38,43.71,48.56,62.94,54.13,58.16,79.46,99.72,92.95,144.13,146.26
1809,YAGEO,TW0002327004,8.88,17.23,20.29,13.81,6.03,10.65,6.8,7.73,8.92,5.95,2.54,7.92,11.82,7.1,6.71,9.3,18.66,17.35,22.72,94.19,88.32,132.71,225.68,177.98,163.01,162.32,176.8
1810,PAN-INTL.INDL.,TW0002328002,4.19,7.99,3.55,5.65,3.31,4.43,5.33,12.08,17.41,11.35,7.04,13.53,14.51,9.78,8.76,7.43,5.83,3.69,8.46,9.14,6.82,7.41,18.46,16.26,16.79,14.09,16.34
1811,TAIWAN SEMICON.MNFG.,TW0002330008,16.93,55.49,33.67,37.08,22.91,35.11,35.08,44.86,50.06,48.84,33.57,52.94,79.36,81.88,111.85,116.24,154.64,151.25,218.37,337.15,283.06,429.36,959.68,988.4,803.51,917.46,1485.44
1812,D-LINK,TW0002332004,5.44,10.69,6.25,9.69,5.05,8.66,7.81,9.4,13.53,12.31,4.72,9.74,11.1,8.47,7.24,7.79,7.44,4.26,4.85,6.19,5.77,6.51,12.62,8.49,7.72,9.15,10.67
1813,MACRONIX INTL.,TW0002337003,7.27,23.25,19.99,11.59,5.8,4.56,3.21,2.5,4.06,4.12,2.95,6.52,10.26,6.58,4.56,3.48,3.41,1.8,3.77,12.33,5.19,10.81,12.81,13.53,12.24,9.45,5.96
1814,WINBOND ELTN.,TW0002344009,3.51,8.09,4.77,3.31,1.84,2.18,1.51,1.33,1.62,1.18,1.18,0.98,1.6,0.73,0.85,1.05,1.36,1.13,1.79,3.64,2.3,2.78,5.01,5.55,4.26,4.86,2.44
1815,SYNNEX TECH.INTL.,TW0002347002,35.98,95.99,45.47,33.91,40.44,46.64,48.5,48.72,54.02,99.16,56.81,120.93,180.02,169.2,153.31,133.35,118.56,82.5,102.68,139.86,131.8,138.81,200.16,309.37,285.12,337.66,330.22
1816,RITEK,TW0002349008,26.85,91.18,60.33,32.93,19.46,26.43,13.57,14.02,10.4,8.39,5.53,10.17,12.5,6.82,4.91,7.0,4.71,3.26,5.07,5.25,7.1,3.7,3.98,3.71,3.05,2.73,4.34
1817,QISDA,TW0002352002,4.77,20.17,8.06,11.77,9.26,12.61,13.22,13.05,6.4,6.06,1.46,4.12,5.86,2.41,2.12,2.35,3.97,2.82,5.28,7.49,6.98,7.48,12.13,13.37,13.14,21.52,15.06
1818,ACER,TW0002353000,5.78,27.15,12.5,10.86,7.51,13.39,15.17,23.91,21.39,19.18,16.5,38.36,39.18,22.56,13.47,9.17,10.19,5.33,7.64,14.9,10.93,9.8,16.97,20.07,18.29,33.53,27.55
1819,FOXCONN TECHNOLOGY,TW0002354008,4.09,11.21,4.85,6.25,4.45,12.43,14.18,34.27,92.98,51.58,21.98,46.51,55.86,60.66,45.21,37.03,47.15,35.09,54.13,56.87,39.88,42.54,59.76,50.41,46.05,40.68,58.38
1820,INVENTEC,TW0002356003,12.08,15.79,7.6,7.18,5.3,6.08,5.76,8.1,10.53,7.53,4.22,10.36,12.24,9.66,9.61,22.94,19.77,20.85,22.54,26.14,26.58,27.83,32.15,37.67,37.84,82.13,65.06
1821,ASUSTEK COMPUTER,TW0002357001,43.58,93.51,49.84,64.85,25.2,36.42,48.46,64.12,58.48,61.06,23.16,51.3,55.79,65.95,95.04,83.47,100.78,83.94,93.22,110.81,93.11,94.77,140.56,192.52,160.57,262.26,366.13
1822,CLEVO,TW0002362001,1.0,1.16,1.16,0.86,0.86,0.74,0.57,0.55,1.66,2.49,1.54,3.74,4.92,3.89,3.29,5.13,3.97,2.78,2.63,2.88,2.93,3.53,3.39,3.64,3.71,4.91,6.0
1823,TATUNG,TW0002371002,13.12,24.79,9.8,7.68,5.01,6.32,8.05,5.73,9.18,11.3,3.51,4.58,5.1,2.83,2.48,2.61,2.57,1.4,5.41,7.58,8.01,5.82,8.18,9.45,10.58,13.29,11.87
1824,MICRO-STAR INTERNATIONAL,TW0002377009,2.3,6.98,4.45,10.01,5.08,5.02,2.43,2.38,3.37,3.45,2.42,3.33,3.45,2.66,2.97,5.99,7.88,10.02,19.9,28.88,22.53,30.22,49.1,58.27,52.42,73.94,74.41
1825,REALTEK SEMICON.,TW0002379005,2.26,8.12,8.88,15.58,9.71,9.26,5.91,7.58,11.77,10.81,4.07,11.1,10.66,9.22,11.46,14.78,17.46,16.4,22.02,26.91,37.47,58.48,129.07,145.45,97.65,134.04,147.29
1826,QUANTA COMPUTER,TW0002382009,4.12,5.74,2.84,4.66,2.7,3.89,3.27,2.92,3.66,2.68,2.51,5.52,6.1,6.92,7.44,8.4,8.88,6.17,8.19,9.23,8.17,9.61,15.14,17.79,14.88,50.25,47.13
1827,CHICONY ELECTRONICS,TW0002385002,2.06,2.28,1.16,4.57,3.7,7.56,3.49,3.92,7.47,7.5,5.66,16.43,16.4,15.66,24.69,25.16,29.43,23.12,27.53,32.56,29.31,39.95,48.0,51.27,51.35,100.74,92.34
1828,VIA TECHNOLOGIES,TW0002388006,,14.91,16.57,13.48,4.49,5.39,2.08,2.51,4.2,2.16,1.41,1.0,1.97,1.25,0.7,0.84,0.84,0.84,0.84,0.84,0.75,0.86,1.71,2.19,2.4,4.25,2.55
1829,CHENG UEI PRECISION IND.,TW0002392008,,7.99,5.92,11.22,5.45,6.76,8.43,13.93,17.91,9.5,5.6,11.56,13.88,15.78,12.9,15.16,13.36,9.96,9.87,13.75,7.1,11.94,16.16,14.51,14.94,16.55,24.89
1830,EVERLIGHT ELECTRONICS,TW0002393006,1.78,3.87,2.14,1.63,2.7,6.9,3.82,10.34,14.54,12.69,6.29,14.2,15.37,10.92,7.75,13.68,14.49,11.31,10.71,11.52,7.85,10.05,13.28,17.42,12.66,16.09,27.36
1831,ADVANTECH,TW0002395001,,5.15,4.33,3.88,3.16,3.73,4.94,6.6,7.37,5.44,3.61,6.15,10.36,11.65,16.83,25.78,35.42,30.29,40.96,42.64,42.52,57.17,83.11,92.22,81.99,90.89,90.4
1832,NANYA TECHNOLOGY,TW0002408002,,,1.35,1.96,0.93,1.16,1.15,1.04,1.36,1.1,1.1,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57
1833,AUO,TW0002409000,,,1.37,2.67,1.23,2.89,3.29,3.5,3.48,4.23,1.98,3.23,2.97,1.75,1.21,0.91,1.62,0.82,1.42,1.59,1.5,1.48,2.4,2.99,2.31,2.46,1.88
1834,CHUNGHWA TELECOM,TW0002412004,,,2.57,1.7,2.02,2.12,2.87,2.75,3.34,3.94,3.66,4.48,6.07,6.78,7.0,7.07,7.39,7.94,8.66,10.52,10.26,10.95,12.41,13.98,12.95,13.79,14.12
1835,TRANSCEND INFO.,TW0002451002,,,,3.87,3.03,4.85,5.58,5.61,8.23,8.03,7.0,12.53,12.71,12.41,12.99,15.13,17.48,15.89,17.02,19.08,15.34,20.92,17.99,21.29,21.42,25.35,27.53
1836,MEDIATEK,TW0002454006,,,,8.79,5.41,10.09,6.78,12.73,15.94,14.42,12.62,27.14,25.28,19.24,22.52,27.86,33.09,14.59,15.8,25.95,20.42,33.5,89.98,108.7,78.26,106.27,168.08
1837,CATCHER TECHNOLOGY,TW0002474004,,5.44,1.97,3.3,2.56,7.37,8.21,26.52,51.06,19.53,13.35,18.74,36.31,57.33,41.04,63.98,85.99,72.22,83.42,129.0,83.13,91.51,86.06,72.76,86.54,94.34,95.77
1838,HTC,TW0002498003,,,,,3.22,3.44,5.25,26.76,23.1,39.04,27.36,31.93,119.0,72.36,42.13,19.53,21.75,10.11,11.04,10.58,5.21,4.83,4.48,10.16,9.98,7.1,7.15
1839,CATHAY RLST.DEV.,TW0002501004,3.77,3.75,2.32,2.2,2.38,4.94,5.77,4.31,5.84,6.63,2.07,4.25,6.41,4.56,6.03,7.65,7.11,5.68,7.68,7.64,9.89,10.66,11.39,11.96,10.08,11.43,13.98
1840,EVERGREEN MARINE,TW0002603008,2.58,2.98,2.38,1.54,2.64,3.89,3.77,3.09,3.18,4.24,2.42,3.49,6.44,4.34,4.45,4.18,4.87,2.61,3.1,4.21,3.05,2.98,9.62,32.64,22.1,35.35,47.42
1841,SINCERE NAVIGATION,TW0002605003,0.86,0.98,0.55,0.68,1.14,2.86,4.68,4.1,7.77,11.78,5.64,10.16,11.17,9.1,9.49,9.85,9.17,6.87,8.42,8.91,6.63,6.21,9.2,12.86,10.39,11.38,11.55
1842,U-MING MARINE TRAN.,TW0002606001,1.9,2.39,1.58,1.46,2.31,9.36,13.19,10.68,18.01,33.1,17.84,30.49,38.34,30.51,32.95,36.07,34.61,17.93,21.78,33.05,26.15,27.7,35.0,57.66,55.34,52.82,61.43
1843,EVRG.INTL.STRG.& TRAN.,TW0002607009,6.11,6.08,3.19,4.53,2.99,3.57,3.76,3.66,4.85,5.74,4.52,7.56,9.59,6.21,7.35,7.41,6.53,4.53,5.96,5.76,5.44,5.64,7.5,13.3,12.2,14.61,13.1
1844,YANG MING MAR.TRAN.,TW0002609005,5.03,5.29,4.01,2.55,5.33,11.14,10.47,7.89,7.79,9.45,4.69,6.06,18.06,10.75,10.11,9.28,10.96,5.19,3.95,4.02,2.96,2.17,7.61,36.05,26.8,26.24,35.39
1845,CHINA AIRLINES,TW0002610003,2.53,2.68,2.52,1.71,2.18,2.66,2.89,2.68,2.93,3.29,1.15,1.45,3.4,2.26,1.99,1.61,2.19,1.54,1.45,1.99,1.68,1.31,2.01,4.21,3.47,3.46,4.18
1846,WAN HAI LINES,TW0002615002,4.27,4.36,3.31,2.92,5.12,6.89,8.17,6.4,7.58,8.77,5.61,6.89,11.7,8.71,8.57,8.03,18.12,9.96,11.25,12.85,10.72,12.15,34.84,131.29,82.02,51.9,75.83
1847,TAIWAN NAVIGATION,TW0002617008,3.33,3.65,2.09,2.89,4.14,9.23,10.11,7.78,15.33,28.18,22.74,25.82,27.24,24.27,19.82,20.83,17.25,10.38,11.57,15.61,16.62,16.15,21.13,37.64,32.75,39.27,34.95
1848,EVA AIRWAYS,TW0002618006,,3.13,2.44,2.0,2.69,3.12,3.11,2.97,3.17,3.73,1.3,1.61,4.97,3.59,3.14,2.62,3.72,2.66,2.61,3.01,2.96,2.55,3.01,5.74,6.7,7.08,10.2
1849,FORMOSA INTL.HOTELS,TW0002707007,1.26,1.43,1.69,1.26,1.34,2.04,2.26,3.8,7.02,6.99,5.59,8.62,15.35,14.59,13.88,12.72,13.25,9.54,8.19,8.55,7.51,9.23,8.76,10.39,18.11,15.06,13.56
1850,CHANG HWA COML.BANK,TW0002801008,3.35,3.43,2.06,1.26,1.76,1.84,2.28,1.89,2.39,1.99,1.14,1.71,3.4,2.54,2.63,3.04,3.08,2.83,3.53,3.83,4.03,5.22,4.65,5.06,4.86,4.92,5.09
1851,TAIWAN BUSINESS BANK,TW0002834009,1.46,2.19,1.42,0.68,1.03,1.13,1.51,0.96,0.84,0.82,0.82,0.67,1.28,0.96,0.91,0.93,0.95,0.84,0.97,1.14,1.48,1.76,1.56,1.82,2.3,2.28,2.73
1852,HUA NAN FINANCIAL HDG.,TW0002880002,3.93,4.48,3.0,1.99,3.13,3.26,3.87,3.4,4.11,4.13,2.73,3.62,5.56,4.27,4.64,4.91,5.17,4.59,5.92,7.34,7.94,10.12,9.59,12.69,13.24,12.44,15.93
1853,FUBON FINL.HLDG.,TW0002881000,5.84,8.29,6.3,7.55,6.73,7.77,8.72,7.87,8.71,9.97,5.92,11.49,15.68,13.95,16.7,18.87,22.02,16.74,24.67,29.14,24.17,25.4,30.82,57.29,47.96,52.59,75.64
1854,CATHAY FINL.HLDG.,TW0002882008,4.93,5.87,4.55,3.75,3.38,4.21,5.39,5.25,6.8,7.59,3.06,5.57,6.65,4.28,4.39,6.49,6.77,5.38,7.74,9.99,7.93,7.71,8.79,14.5,10.34,10.05,14.71
1855,KGI FINANCIAL HOLDING,TW0002883006,25.52,43.22,34.29,22.56,20.31,23.73,19.85,17.58,22.87,19.9,9.07,14.64,26.74,18.96,17.06,18.44,21.55,16.23,18.75,28.44,26.73,25.89,28.99,61.64,44.96,39.67,54.01
1856,E SUN FINL.HLDG.,TW0002884004,2.44,3.44,2.96,2.94,4.49,5.41,7.03,6.26,6.78,5.31,2.41,4.15,8.15,6.67,8.03,9.69,10.77,9.69,12.81,16.05,18.41,26.95,27.8,36.48,31.71,32.06,36.34
1857,YUANTA FINANCIAL HDG.,TW0002885001,2.58,4.51,2.87,2.12,2.04,2.45,3.71,2.83,3.29,5.52,2.48,4.3,6.22,4.82,4.6,4.89,4.49,3.24,4.07,5.08,6.16,7.64,9.31,11.99,11.2,13.19,17.12
1858,MEGA FINANCIAL HOLDING,TW0002886009,2.19,5.09,2.89,1.98,2.38,2.68,3.02,3.24,3.54,3.65,1.71,3.19,5.12,4.81,5.71,5.98,5.97,5.37,6.57,8.04,8.5,10.81,11.22,15.28,13.55,15.52,16.2
1859,TS FINANCIAL HOLDING,TW0002887007,3.25,8.63,6.85,4.64,7.49,10.21,13.31,10.01,9.91,7.0,2.67,7.14,10.72,7.75,8.73,11.62,11.66,9.07,11.89,16.95,16.32,18.22,18.74,31.63,26.66,28.71,29.41
1860,SHIN KONG FINL.HLDG. DEAD - DELIST.24/07/25,TW0002888005,3.64,4.27,2.56,1.76,1.12,2.26,3.01,2.73,3.69,2.77,0.95,1.57,2.21,1.35,1.22,1.5,1.33,0.95,1.29,1.87,1.51,1.74,1.74,2.49,1.98,1.77,2.5
1861,SINOPAC FINL.HDG.,TW0002890001,,,,,2.8,3.54,4.27,4.07,4.18,3.16,1.35,2.73,4.13,2.84,4.1,4.82,4.69,3.48,4.18,5.2,5.43,7.27,7.13,11.19,11.69,13.16,15.44
1862,CTBC FINL.HLDG.,TW0002891009,1.69,4.47,3.18,2.98,3.94,5.83,6.33,5.55,6.82,6.37,2.66,4.71,8.44,7.26,7.06,9.08,9.34,7.58,10.56,14.07,13.69,15.44,15.39,23.28,18.78,23.38,31.92
1863,FIRST FINANCIAL HOLDING,TW0002892007,3.58,4.27,2.87,2.06,2.82,2.66,2.93,2.75,3.0,3.51,1.95,2.66,4.78,3.55,3.72,3.99,4.3,3.74,5.11,6.79,6.88,8.49,8.62,11.23,11.58,12.05,12.52
1864,FAR EASTERN DEPT.STRS.,TW0002903002,3.38,3.95,2.98,1.75,2.87,4.91,5.04,5.53,6.75,16.83,5.37,12.08,24.15,19.95,15.43,15.05,15.4,9.5,10.49,11.74,11.87,18.36,18.44,18.86,19.18,21.74,19.25
1865,PRESIDENT CHAIN STORE,TW0002912003,3.18,5.71,4.36,3.19,3.34,4.38,4.31,6.27,6.84,8.4,7.22,8.58,16.2,21.34,21.97,27.63,32.99,28.88,33.19,45.94,52.37,50.88,51.41,52.25,51.02,50.62,47.23
1866,LARGAN PRECISION,TW0003008009,,,,,3.35,7.49,3.75,15.46,13.67,8.23,5.58,12.71,27.49,24.26,28.15,40.86,90.67,77.04,162.93,153.25,140.63,180.59,127.56,90.75,96.66,101.23,118.11
1867,NOVATEK MICROELS.,TW0003034005,,,,5.02,2.96,7.87,9.8,17.93,17.14,12.22,4.12,12.26,15.64,16.09,20.76,22.3,31.26,24.65,23.79,31.8,38.53,55.39,123.85,143.11,125.33,185.91,192.44
1868,FARADAY TECHNOLOGY,TW0003035002,,10.35,11.13,9.61,5.84,7.78,6.31,6.58,10.31,7.61,4.09,9.59,12.18,8.99,8.12,8.54,8.75,8.67,6.59,17.46,9.56,10.68,13.4,51.28,45.28,101.14,50.31
1869,UNIMICRON TECHNOLOGY,TW0003037008,2.99,6.31,5.9,4.88,3.02,4.66,4.22,8.68,8.78,9.31,2.86,8.75,16.68,11.42,8.57,7.0,6.38,4.14,4.05,7.16,7.56,12.78,34.09,78.06,53.61,66.88,45.13
1870,TRIPOD TECHNOLOGY,TW0003044004,,,3.86,5.5,4.18,8.9,10.67,31.06,42.38,37.21,12.51,44.16,65.09,48.1,34.9,32.45,39.15,32.3,48.41,67.64,60.81,85.88,117.65,124.36,101.05,196.12,190.44
1871,TAIWAN MOBILE,TW0003045001,,,2.19,2.07,1.63,2.15,2.58,2.42,2.82,4.68,3.46,5.34,7.25,8.7,11.03,9.57,11.6,10.89,12.57,15.03,15.11,15.87,16.08,17.4,16.18,16.64,18.59
1872,KINSUS INTCONN.TECH.,TW0003189007,,,,,,3.0,5.98,17.33,19.09,15.8,6.25,17.87,24.43,23.83,25.26,28.74,27.67,19.39,22.51,16.81,14.57,15.95,28.92,78.12,44.71,38.79,34.97
1873,PIXART IMAGING,TW0003227005,,,,,,10.26,2.04,8.46,25.5,10.16,7.42,12.84,10.32,6.93,5.89,4.35,7.6,6.18,6.63,14.21,9.05,16.66,21.93,16.87,14.14,19.97,30.33
1874,WISTRON,TW0003231007,,,,,,2.74,1.51,4.51,5.28,5.91,3.11,9.54,10.89,9.62,8.29,6.56,7.75,5.25,8.65,9.07,8.13,11.22,14.85,16.21,16.85,62.03,50.04
1875,SHIN ZU SHING,TW0003376000,,,,,,,3.15,34.05,52.65,48.43,25.47,51.88,41.89,39.19,51.22,43.47,41.26,69.75,57.42,59.16,61.97,104.96,102.19,80.74,75.35,156.07,188.55
1876,GUC,TW0003443008,,,,,,,,,10.74,8.78,7.9,9.64,9.69,9.0,7.73,6.12,7.06,5.19,7.11,34.45,18.67,22.41,45.15,52.19,90.57,160.08,122.9
1877,INNOLUX,TW0003481008,,,,,,,,3.13,8.28,7.72,3.24,6.61,5.3,2.08,2.09,1.46,2.09,1.3,2.1,2.17,1.69,1.54,2.54,3.15,2.29,2.83,2.14
1878,WPG HOLDINGS,TW0003702007,,,,,,,,3.13,4.61,9.19,5.63,17.46,26.63,21.59,22.52,20.77,23.61,19.66,25.88,30.18,28.87,30.48,40.39,53.79,48.9,90.01,70.58
1879,ASE TECHNOLOGY HOLDING,TW0003711008,,,,,,,,,,,,,,,,,,,,,2.51,3.21,4.84,5.04,5.36,6.92,8.39
1880,FAR EASTONE TELECOM.,TW0004904008,,,,3.72,3.28,3.94,6.05,6.73,7.06,8.5,5.65,7.77,10.36,13.95,19.32,15.69,20.3,18.56,21.53,25.43,23.95,24.22,24.39,27.93,28.18,33.3,36.87
1881,CYBERLINK,TW0005203004,,,4.08,2.53,2.6,5.69,3.45,4.1,6.67,6.21,6.22,9.04,7.39,5.17,6.45,6.68,7.36,5.75,6.54,6.92,7.11,10.59,12.62,10.62,10.24,10.62,11.1
1882,VANGD.INTL.SEMICON.,TW0005347009,1.99,4.08,2.17,1.12,0.7,1.22,0.92,1.04,1.24,1.1,1.1,0.87,1.17,0.9,1.66,2.53,4.04,3.74,4.84,6.16,6.28,7.5,13.38,15.27,11.32,8.51,10.13
1883,CORETRONIC,TW0005371009,2.57,4.36,2.6,7.48,3.28,4.99,5.67,9.05,8.78,7.29,4.07,11.4,15.36,8.74,7.95,10.01,12.3,7.63,9.62,13.41,14.89,12.89,16.61,33.25,27.6,32.88,35.42
1884,SINO-AMER.SILICON PRDS.,TW0005483002,,,,3.05,2.4,4.35,6.46,22.72,34.5,62.61,25.87,38.08,74.3,44.67,27.6,38.33,33.53,27.6,32.76,81.92,51.69,82.62,154.4,214.49,169.76,193.04,113.1
1885,FARGLORY LAND DEV.,TW0005522007,,3.52,4.02,1.63,1.44,3.2,3.42,2.85,6.75,14.29,3.3,10.93,14.58,12.34,13.0,11.98,9.11,8.85,11.45,11.69,13.79,16.02,24.59,33.56,31.67,32.02,42.27
1886,HANNSTAR DISPLAY,TW0006116007,,,,5.38,2.23,3.08,2.6,1.57,1.36,2.32,0.87,1.6,1.43,0.58,0.58,1.26,1.02,0.51,1.14,1.57,1.02,1.2,2.11,2.83,2.3,1.97,1.27
1887,SIMPLO TECHNOLOGY,TW0006121007,,,,6.43,3.46,9.54,8.93,12.33,21.32,27.49,18.26,48.74,70.28,78.2,58.59,60.95,67.14,45.82,47.06,66.49,78.2,118.01,153.25,141.05,146.11,197.27,180.22
1888,RADIANT OPTO-ELECTRONICS,TW0006176001,,,,,2.29,4.41,5.87,6.24,4.92,3.58,2.73,5.26,9.48,18.34,19.23,24.26,19.25,11.87,12.55,18.55,22.16,29.14,36.97,35.04,36.56,50.85,72.55
1889,POWERTECH TECHNOLOGY,TW0006239007,,,,,,15.48,20.28,37.68,51.49,41.0,23.0,57.49,69.41,53.79,32.84,32.02,39.31,53.34,76.53,90.86,67.51,109.92,115.15,119.35,108.35,184.77,137.74
1890,MOTECH INDUSTRIES,TW0006244007,,,,,,6.47,31.56,103.63,137.48,70.39,31.67,67.99,72.94,48.43,23.84,38.84,30.16,25.98,21.79,17.11,6.49,5.11,14.55,16.47,14.95,12.73,9.35
1891,FORMOSA PETROCHEMICAL,TW0006505001,,,,,,3.36,4.43,4.92,6.19,7.44,5.57,8.66,12.02,11.75,11.36,9.96,8.81,10.21,14.4,18.84,16.86,14.53,16.96,18.05,15.16,13.4,5.9
1892,NAN YA PRINTED CUB.,TW0008046004,,,,,,,,,1.82,1.51,0.61,1.45,1.46,0.93,0.51,0.5,0.58,0.58,0.58,0.58,0.55,0.68,4.26,8.29,4.51,3.93,2.14
1893,E INK HOLDINGS,TW0008069006,,,,,,,2.57,1.72,2.15,4.34,2.25,9.66,9.47,7.94,4.33,3.2,2.69,2.72,4.92,10.74,6.92,6.89,13.24,40.5,50.19,54.79,70.89
1894,PHISON ELECTRONICS,TW0008299009,,,,,,,3.25,7.19,19.48,14.74,7.54,24.23,30.2,38.49,33.08,31.87,37.92,39.98,46.19,61.65,52.17,71.32,96.59,121.12,100.93,142.96,120.78
1895,POU CHEN,TW0009904003,22.71,39.44,21.68,20.0,32.15,39.79,33.46,30.39,55.92,40.98,25.16,49.21,68.91,66.78,81.18,116.01,116.26,105.85,115.8,126.85,121.8,120.64,116.09,129.04,134.05,125.53,139.37
1896,TON YI INDUSTRIAL,TW0009907006,3.59,4.27,2.01,1.36,3.68,3.56,3.45,2.58,4.94,5.28,3.91,5.33,8.5,9.01,10.16,17.46,11.61,8.2,9.24,9.16,8.55,7.3,7.68,10.88,14.1,12.41,11.61
1897,TAIWAN SECOM,TW0009917005,12.84,21.85,10.01,10.0,9.91,12.05,17.01,22.5,26.78,25.97,21.46,30.29,36.72,40.5,49.57,58.76,63.94,73.34,75.04,85.49,81.53,88.63,98.82,122.05,119.33,137.86,141.08
1898,GIANT MNFG.,TW0009921007,2.97,3.43,4.51,3.47,5.41,5.72,7.99,9.62,8.2,11.41,13.02,19.88,30.69,32.47,44.56,55.05,77.82,62.47,60.68,54.52,49.5,59.66,105.91,121.01,76.75,66.87,51.45
1965,BAIDU ADS 1:8,US0567521085,,,,,,,,40.03,97.61,220.0,102.43,347.79,963.11,1067.32,886.32,1228.33,1775.71,1263.42,1415.05,1902.81,1397.67,1064.88,2044.39,1291.58,1234.62,838.83,715.77
2039,COCA COLA FEMSA ADR 1:10,US1912411089,182.11,215.92,302.96,334.02,263.48,357.78,394.04,456.37,639.76,753.08,562.65,997.68,1329.6,1665.69,2679.76,1759.79,1436.52,1185.94,1139.08,1426.83,1188.31,1205.23,918.82,1168.1,1682.3,2412.46,1902.74
2047,CIA.MINAS BUENAVENTURA ADR 1:1,US2044481040,76.66,108.98,93.04,139.4,159.42,288.56,259.64,326.19,363.56,823.34,454.78,832.25,1124.09,1116.38,781.78,319.88,311.06,114.18,379.99,422.49,438.28,364.51,304.96,218.44,225.16,442.4,376.19
2087,DRDGOLD ADR 1:10,US26152H3012,25.32,15.06,8.65,20.62,40.21,34.26,13.33,17.25,8.58,11.93,7.3,6.2,4.87,7.38,9.0,4.38,2.86,4.03,7.66,3.98,3.18,8.73,15.24,12.49,12.92,13.64,19.15
2286,NETEASE ADR 1:5,US64110W1027,,,18.05,6.44,128.05,390.68,359.41,601.48,669.64,600.0,618.15,1111.22,1351.15,1647.69,1590.33,2439.65,3936.4,5468.55,9193.13,11539.07,9146.81,12470.06,23611.17,19650.15,17829.16,19773.12,21278.98
2299,NOVOLIPETSK STEEL GDR DEAD - DELIST.27/01/23,US67011E2046,,,,,,,,127.59,190.03,289.04,68.59,255.75,383.86,213.33,181.93,124.69,115.04,83.42,210.54,307.29,323.0,327.27,474.06,576.73,576.73,576.73,576.73
2397,SOCIEDAD QUIMICA Y MINERA DE CHILE ADR 1:1,US8336351056,142.02,143.28,106.13,99.78,108.04,189.36,293.34,560.78,690.77,896.95,1407.85,1986.08,2904.67,3284.38,3121.78,1404.2,1427.54,926.73,2099.86,3336.83,2731.92,1921.1,3700.31,3875.09,7199.22,3387.8,3458.89
2398,SOHU COM ADR 1:1,US83410S1087,,,11.54,8.62,67.0,291.62,127.92,153.77,207.31,388.38,297.38,393.54,652.92,472.08,378.62,531.46,435.54,354.08,304.08,285.69,165.08,81.77,141.38,136.92,126.15,75.08,95.31
2502,AECI,ZAE000000220,194.42,439.11,360.11,308.06,596.47,1001.4,1576.62,2232.14,2462.94,2197.97,1306.43,2228.13,3151.03,3270.87,2836.52,3488.53,3447.7,1630.55,2670.96,3094.98,2500.6,2762.36,2537.59,3465.0,2465.07,2688.06,2303.08
2503,NEDBANK GROUP,ZAE000004875,526.14,643.24,600.65,288.25,375.35,294.47,407.04,631.43,703.52,588.02,348.09,689.17,809.91,955.37,1020.06,842.32,1134.16,596.28,970.91,1324.67,1352.76,886.53,607.87,928.72,1105.39,985.2,1343.82
2504,PICK N PAY STORES,ZAE000005443,4653.27,7767.05,7693.92,4321.14,7376.07,12330.38,20649.49,28738.85,27321.65,26487.8,20782.12,36247.07,42381.79,44464.16,38870.87,30495.34,38618.62,27071.82,40681.74,45890.72,44490.33,38360.31,32702.81,30760.66,30410.08,12979.19,18165.26
2505,SAPPI,ZAE000006284,1021.51,2759.55,2313.53,3363.69,4068.0,4139.87,3869.01,4479.11,4885.26,3619.89,1642.48,2432.69,2981.26,1914.27,1977.85,1745.99,2358.13,2515.82,3629.53,4180.69,3506.62,1442.02,1790.76,1707.75,1998.07,1613.67,1791.68
2506,SASOL,ZAE000006896,247.81,580.59,562.61,752.46,875.95,1317.38,1876.41,4036.98,3296.46,4968.28,2695.52,4147.28,5443.62,6134.63,5227.52,5922.66,5068.08,3298.45,4199.39,5065.72,4479.08,2391.26,1703.39,3464.32,2897.76,1436.95,804.23
2507,NETCARE,ZAE000011953,12.11,10.35,13.86,20.97,35.86,68.74,90.93,150.8,245.56,156.12,109.54,220.29,271.83,255.41,315.79,285.15,505.09,309.53,377.51,354.72,322.59,246.87,167.23,188.03,166.49,148.89,156.86
