NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
CHAROEN POKPHAND FOODS,TH0101A10Z01,182.25,652.91,383.26,528.74,573.35,555.01,565.97,1079.05,999.8,991.24,713.83,2609.91,5311.34,8703.06,9353.88,6815.76,5919.53,4113.98,6182.42,6421.37,7499.39,7759.74,7898.24,6547.24,6251.49,4511.1,5241.48
MINOR INTERNATIONAL,TH0128B10Z09,50.75,51.41,35.24,41.62,76.32,152.69,232.22,441.13,945.73,1474.7,744.04,1087.74,1131.64,1240.55,2737.25,2635.58,4361.53,4062.53,4370.43,6476.49,5683.22,4533.9,4407.52,4788.32,5390.25,4881.44,4115.43
LAND AND HOUSES,TH0143010Z08,212.6,364.83,327.52,679.15,1303.29,2029.95,2141.92,2026.38,1669.67,2030.63,888.64,1649.05,1786.57,2109.69,3835.41,2693.25,3089.2,2825.2,3306.82,4493.51,4086.35,3518.86,3168.52,3508.27,3608.56,2593.34,1580.18
BANPU,TH0148A10Z06,109.77,156.04,91.51,137.11,211.71,817.7,1172.99,938.61,1418.83,3499.5,1693.81,4215.43,6568.08,5278.36,3556.42,2227.1,1926.3,1147.98,2703.17,3586.04,2738.51,1636.33,1827.91,2220.73,2991.36,1804.82,1448.51
KRUNG THAI BANK,TH0150010Z03,4410.96,5648.46,3826.33,2523.79,2128.31,3078.89,2965.18,3492.34,3955.17,3361.56,1265.81,3255.91,5831.65,5645.97,11162.07,7169.38,9783.67,6761.35,7572.39,8907.62,8843.91,7151.63,5453.84,5807.58,7545.69,6383.39,9404.98
BUMRUNGRAD HOSPITAL,TH0168A10Z01,5.96,6.75,9.9,9.52,9.8,193.73,317.74,591.39,768.32,818.33,456.01,642.91,766.92,1102.36,1930.97,1874.2,3534.5,4625.22,3760.88,4690.73,4355.27,3037.57,3365.71,3445.36,5261.45,5457.09,4099.55
THAI AIRWAYS INTL.,TH0245010002,1790.48,1880.07,1189.66,849.69,1021.96,2051.73,2144.94,1650.35,2156.94,1728.57,344.88,938.28,2669.68,1667.64,1692.01,940.82,998.57,509.68,1344.49,1126.86,920.82,396.9,246.07,218.21,221.05,205.58,2761.29
BANGKOK DUSIT MED.SVS.,TH0264A10Z04,13.18,21.22,15.98,32.33,66.57,162.57,502.18,731.87,1196.2,1097.05,583.38,872.34,1947.88,3752.32,6923.44,5571.94,8846.53,9356.95,9718.42,10959.17,11868.14,12479.35,11183.9,10862.65,14542.56,12623.43,10927.79
ADVANCED INFO SER.,TH0268010Z03,1591.84,2814.52,2906.17,2663.64,2382.41,5695.99,8348.25,7643.56,6278.57,8805.37,6139.41,7361.03,7650.64,14485.28,20751.78,19402.49,22455.66,14009.13,13607.51,18427.88,17103.13,19615.46,17157.49,19969.47,17917.6,18646.82,24384.48
HANA MICROELECTRONICS,TH0324B10Z01,156.76,480.03,341.91,308.39,237.56,469.74,474.95,569.38,582.1,491.81,256.44,528.84,686.12,486.62,632.02,635.21,969.96,652.73,992.69,1064.45,893.88,900.14,1469.76,1787.41,1595.82,1218.16,585.39
PTT EXPLORATION & PRDN.,TH0355A10Z04,2324.14,1993.88,1677.51,1627.22,1918.99,4292.48,4960.62,8981.93,8953.29,15222.69,9171.89,13396.2,17949.57,18916.05,22447.71,18798.52,13712.71,6078.2,11037.95,15497.86,15732.76,15970.64,14167.87,15181.82,20586.32,17062.48,14699.32
THAI UNION GROUP,TH0450010Y08,204.08,233.06,187.43,346.71,359.21,575.06,606.81,645.75,571.07,539.15,489.88,899.56,1394.29,2089.74,2657.18,2394.81,3193.9,2535.35,2775.92,3071.71,2851.8,2272.83,2228.14,2945.56,2343.42,2033.73,1544.83
ELECTRICITY GENERATING,TH0465010005,824.96,460.07,380.53,447.49,458.09,1000.17,1156.77,1109.75,1487.02,1590.99,1053.68,1243.27,1773.93,1563.71,2694.15,2061.43,2650.91,2399.71,2995.07,3690.96,4425.06,5150.7,3143.07,2734.58,2802.24,1993.84,1663.09
IRPC,TH0471010Y04,334.29,933.39,211.73,516.43,627.03,1481.11,1734.79,3664.76,3199.0,3257.4,1059.23,2618.53,3315.66,3095.92,3085.73,1997.23,2145.7,2365.72,3000.98,4851.37,3787.77,1893.99,2453.55,2338.17,1907.32,1142.01,672.54
CENTRAL PATTANA,TH0481B10Z00,52.38,77.12,63.73,111.19,247.64,474.37,452.5,907.49,1380.02,1670.92,797.39,1242.78,1888.33,2909.55,6251.3,5176.62,6200.79,5459.39,7166.97,11799.23,11438.73,8485.63,7372.1,7297.56,9856.58,8180.25,6857.94
TOTAL ACCESS COMMS. DEAD - DELIST.01/03/23,TH0554010Z06,,,,,,,,,,3200.23,1929.45,2286.71,2991.89,5154.91,6932.59,6953.58,6724.67,2350.59,2886.54,3716.21,3651.22,3352.92,2685.08,3404.48,3593.2,3509.73,3635.56
BEC WORLD,TH0592010Z06,919.73,1701.9,1114.13,1098.13,1009.11,918.02,858.09,675.56,1198.29,1533.79,1035.02,1436.55,1976.35,2767.88,5100.67,2898.77,3070.31,1691.83,1032.3,771.19,364.33,317.97,553.66,843.12,646.66,263.26,235.09
RATCH GROUP PCL,TH0637010Y00,,,453.5,542.82,677.41,1331.12,1508.16,1473.02,1820.25,1915.71,1575.41,1509.73,1855.66,2065.39,3016.78,2123.61,2693.43,1976.72,2098.45,2541.43,2583.49,3114.89,2393.9,1953.86,2852.78,1881.91,1789.6
PTT,TH0646010Z00,,,,2221.29,2809.66,10913.64,13674.37,18186.54,16005.25,28922.58,12434.72,18729.4,31753.44,31623.61,33930.48,24102.32,31132.5,18530.8,32906.35,45693.5,45185.9,39297.34,36915.37,33327.78,28751.36,27550.08,26019.72
CP ALL,TH0737010Y08,,,,,,667.6,646.43,747.09,735.87,1507.04,1438.83,3200.19,5713.79,8581.92,14318.68,10770.44,11515.02,10550.62,15241.86,22829.88,22177.83,19658.88,17452.36,16973.49,18290.2,13825.05,13858.73
AIRPORTS OF THAILAND,TH0765010Z08,,,,,,,1820.19,1850.34,2139.79,2494.84,735.22,1659.88,1538.96,2474.21,5081.49,7653.44,14211.14,14860.97,16946.89,31867.39,31844.9,32297.67,29541.0,27530.4,32463.74,25430.54,23088.83
THAI OIL,TH0796010005,,,,,,,2731.88,3264.04,3433.99,4801.88,1364.88,2478.08,4494.47,4226.67,5151.41,3297.36,3257.02,3608.27,4130.37,6631.06,4808.31,3364.75,3844.29,3194.26,3935.0,3453.73,1690.31
PTT GLOBAL CHEMICAL,TH1074010006,,,,,,,,,,,,,,9773.69,12104.28,10059.19,7994.65,6178.23,8550.32,13650.11,10014.86,7182.81,9173.34,7670.88,6842.26,4444.89,2742.67
SCB X PUBLIC COMPANY LIMITED,THA790010005,,,,,,,,,,,,,,,,,,,,,,,,,10784.18,10029.67,12467.09
ANADOLU EFES BIRACILIK LTD.,TRAAEFES91A9,,,1464.5,1151.95,750.6,1483.95,2317.05,3890.82,3856.29,4731.32,2883.91,4714.04,5832.9,6661.32,8732.28,5752.99,5149.91,3603.02,3321.31,4413.44,2461.05,2517.04,2017.46,1275.86,1538.61,2903.96,2597.57
AKBANK,TRAAKBNK91N6,2386.81,6012.28,3547.41,2694.22,3089.58,5826.34,9434.98,16002.96,15971.54,18335.49,8343.39,18030.22,20181.41,16624.83,20807.07,10222.92,15100.56,9527.45,9296.98,11316.2,6858.9,7246.75,4736.79,3115.87,4163.2,6701.85,9234.99
ARCELIK,TRAARCLK91H5,416.87,2554.91,1847.42,921.87,1287.86,1956.86,2621.19,3676.4,2775.52,2444.49,413.5,2745.26,3597.74,2977.74,4712.39,3260.41,4237.72,3491.43,4182.11,3482.29,2364.27,2384.73,3281.6,2565.53,3750.34,3256.41,2405.77
DOGAN SRKGRBU.HLDG.,TRADOHOL91Q8,254.22,1836.27,729.36,466.59,373.04,1109.46,2071.54,2908.46,2733.1,2115.63,933.19,1892.0,1785.84,920.63,1526.52,744.91,796.37,469.93,582.96,583.93,561.92,883.32,1535.84,573.55,1144.97,1142.61,964.5
EREGLI DEMIR CELIK,TRAEREGL91G3,245.75,1817.22,786.67,695.92,528.16,1267.2,2443.94,3271.46,3784.91,5483.15,2444.87,5157.24,5131.55,5116.69,4398.12,4148.66,6448.17,3652.42,5542.22,9334.52,5555.98,5363.03,7116.31,7051.0,6977.46,4993.43,4224.44
TKI.GARANTI BKSI.,TRAGARAN91N1,1267.99,4261.15,1921.51,1693.45,1099.98,2517.55,4881.33,9572.4,8743.77,14181.15,5459.48,18332.4,19646.46,16403.93,21799.41,10808.09,17876.39,10288.42,9637.83,13410.48,7271.09,8302.48,5659.95,3809.09,4885.35,8810.31,14567.33
TURKIYE IS BANKASI 'C',TRAISCTR91N2,2991.22,12692.02,10947.11,5149.45,2227.53,5488.44,10011.36,18098.34,14322.31,14373.47,5966.41,13855.65,15173.99,10145.63,17131.43,8030.67,13286.92,6784.71,7198.13,9407.52,5038.32,5526.76,3942.67,2875.73,5193.9,8390.77,9499.17
KOC HOLDING,TRAKCHOL91Q8,1171.4,5995.12,3268.83,2837.81,2171.13,4365.39,5354.21,6325.09,5717.26,6923.93,2725.67,8271.21,10807.51,9872.82,13713.0,8648.88,13192.06,10069.8,10338.4,12239.89,8265.01,8292.71,7265.06,6137.99,9787.4,14193.76,11428.56
FORD OTOMOTIV SANAYI,TRAOTOSN91H6,365.6,1380.47,1210.24,867.32,758.97,1998.66,2555.27,3172.66,3346.77,3509.52,844.39,2474.24,3091.64,3326.47,4112.06,2984.28,4848.7,3935.37,3305.73,5690.78,3905.36,4344.98,7842.44,6336.51,9495.38,10344.59,8634.96
HACI OMER SABANCI HLDG.,TRASAHOL91Q5,1864.7,6457.64,4057.35,3076.92,2222.9,4332.41,5152.52,8769.99,8007.12,7908.62,3373.63,8906.07,8975.4,8108.6,11780.04,6824.09,8810.4,5744.84,5503.59,6075.92,3571.49,3331.07,3090.18,2308.23,4163.13,5184.39,5621.59
TKI.SISE VE CAM FKI.,TRASISEW91Q3,234.33,983.5,683.74,366.94,295.88,628.01,1320.74,1675.18,1733.19,1379.66,584.02,1499.5,2378.37,2605.32,2760.94,1723.7,2677.55,1911.93,2233.8,2910.73,2916.03,2097.93,3220.61,3146.57,6494.28,5025.91,3148.12
TURKCELL ILETISIM HZM.,TRATCELL91M1,,,7626.93,4114.04,3435.11,5042.03,10608.46,12997.1,12213.53,19745.91,11638.42,16398.44,14083.89,11698.87,13581.76,10896.23,12937.46,7930.96,6678.04,9029.05,6136.89,5227.52,4987.12,2938.48,4072.4,5069.92,6466.95
TURK HAVA YOLLARI,TRATHYAO91M5,1185.95,4052.73,2250.39,951.01,705.34,967.32,988.7,1107.55,934.16,1084.53,629.53,3261.05,3283.28,1803.68,4486.1,4104.59,5249.42,3375.81,2103.74,6096.25,3905.06,3191.46,2314.55,2831.03,9874.68,12752.6,12052.45
TUPRAS TKI.PEL.RFNE.,TRATUPRS91E8,3233.84,7190.89,3093.72,2204.22,1238.71,2244.66,3037.08,4952.71,4767.77,6314.73,2301.31,5212.98,6714.07,6030.9,7085.69,4231.74,5705.15,6180.99,5615.36,7490.26,6639.76,4690.8,3496.56,3132.26,8073.08,9823.1,7433.82
ANADOLU GRUBU HOLDING A,TRAYAZIC91Q6,,,256.08,160.73,125.04,280.39,624.66,1258.24,1032.03,1094.15,468.2,1004.59,1227.11,1038.48,1641.7,1247.9,1358.72,612.03,640.7,1244.46,595.3,790.69,970.0,707.71,1090.11,1883.55,2023.56
YAPI VE KREDI BANKASI,TRAYKBNK91N6,1730.31,6733.27,3595.57,2447.34,758.09,1559.48,3400.4,4137.94,6710.64,9315.64,4599.34,10625.58,13611.31,8538.63,13120.13,5995.5,9349.46,5361.14,4480.12,5265.63,3174.12,4135.67,3383.27,2699.07,3700.25,6178.19,6847.14
BIM BIRLESIK MAGAZALAR,TREBIMM00018,,,,,,,,791.07,1494.59,2086.95,1514.33,3465.83,5099.48,4969.52,7570.89,5244.15,6155.15,5292.35,4326.73,5967.94,5285.07,4924.99,6025.12,3161.18,3925.22,7340.33,9084.96
COCA COLA ICECEK,TRECOLA00011,,,,,,,,,1973.41,2391.8,1176.5,2152.26,3071.43,3374.4,6034.27,5301.7,5167.54,2702.74,2643.42,2381.19,1605.42,1967.13,2697.41,2130.51,2438.16,4601.08,4283.86
ENKA INSAAT VE SANAYI A,TREENKA00011,,1291.53,745.01,918.53,1306.94,2408.97,2817.31,3639.09,6704.63,13616.98,3881.49,8581.98,8589.78,7344.53,8578.92,9024.37,7550.28,5678.52,6549.21,6879.5,4697.09,5789.98,6261.57,6281.33,8707.88,7697.45,7816.45
TAV HAVALIMANLARI,TRETAVH00018,,,,,,,,,,1697.59,606.2,1549.08,1667.09,1720.84,2263.49,2713.31,2763.79,1986.59,1556.11,2082.5,1940.38,1626.86,1091.28,961.33,1496.73,1687.49,2702.55
TURKIYE HALK BANKASI,TRETHAL00019,,,,,,,,,,9776.79,3159.0,8645.78,10537.57,8860.41,12968.7,6113.93,8327.52,4150.47,3915.12,3317.16,1809.34,1437.05,1826.82,910.92,2517.51,3113.35,3885.96
TEKFEN HOLDING,TRETKHO00012,,,,,,,,,,1636.26,470.1,1416.23,1632.26,1327.14,1560.87,746.71,858.17,471.36,763.65,1604.03,1702.46,1183.36,946.29,692.97,647.14,534.92,650.93
ULKER BISKUVI SANAYI,TREULKR00015,,,,,,,935.02,917.3,696.66,895.44,272.82,707.05,980.63,822.74,2023.37,2094.73,2721.43,2144.83,1688.91,2144.02,1275.94,1345.26,1091.09,429.79,563.26,1175.88,1223.24
TKI.VAKIFLAR BANKASI,TREVKFB00019,,,,,,,,8142.79,7046.26,6496.49,1768.43,6648.01,6401.77,4383.95,7688.33,3624.29,6065.72,3176.38,3448.79,4847.9,2238.31,2752.96,2384.48,1118.26,3209.66,4609.33,7270.45
ASIA CEMENT,TW0001102002,1126.92,1894.93,1191.98,542.56,969.26,1229.27,1485.95,1447.89,2400.18,4148.24,2100.0,2794.93,3400.41,3757.32,4070.63,4057.21,4057.42,2634.55,2904.32,3392.32,3985.97,4993.31,4902.22,5634.37,5070.95,4549.7,4370.33
UNI-PRESIDENT ENTS.,TW0001216000,1926.49,2565.03,2062.4,1250.34,1230.08,1568.69,1586.41,1887.81,3041.79,4617.94,2781.88,4225.99,5892.21,6636.7,8540.6,8506.02,8798.66,9587.8,9599.22,13412.18,13290.49,13692.25,13729.52,13809.73,12918.43,13306.67,13627.51
FORMOSA PLASTICS,TW0001301000,4085.2,7923.46,6081.37,5252.09,6050.66,7860.01,9000.41,8995.64,9663.0,13737.68,8135.78,12643.65,20936.43,17753.77,16560.59,16388.4,15568.91,14595.5,18231.12,21776.96,21123.18,19542.58,20501.25,24031.17,19082.83,14989.47,6640.91
NAN YA PLASTICS,TW0001303006,5148.34,11070.24,7335.88,5385.7,6912.93,9249.55,10351.91,10946.9,12669.3,15434.77,7420.29,14357.98,21773.62,16762.49,15807.78,17302.66,16511.02,14119.31,18987.41,21650.57,19685.8,17933.24,19503.53,24635.91,20088.15,15854.51,7505.12
FORMOSA CHEMS.& FIBRE,TW0001326007,2227.67,5141.13,3548.87,3803.94,4698.6,7247.29,8997.95,8838.77,10070.89,11839.32,6326.84,11985.36,20777.44,16216.06,15376.8,15360.28,12888.44,12630.58,17955.48,21454.46,20306.98,16213.61,16634.61,16605.37,14214.18,10872.11,4916.48
FAR EASTERN NEW CENTURY,TW0001402006,1827.14,6612.03,2821.97,1320.28,1636.92,2176.17,2816.56,2822.92,3720.13,6405.47,2836.75,4763.46,8115.09,6272.52,5809.9,5332.24,5271.82,3890.52,4616.32,4825.21,5171.94,4974.11,5118.2,5542.63,5841.65,5324.74,4992.61
SHINKONG SYNTHETIC FIBER,TW0001409001,426.09,536.04,179.56,131.24,370.48,353.9,374.16,246.99,313.67,466.5,172.77,466.59,899.95,612.05,566.7,578.16,566.99,429.28,539.02,538.15,618.64,681.16,740.47,1117.19,983.94,782.92,732.69
FORMOSA TAFFETA,TW0001434009,634.4,1185.26,739.93,557.76,723.99,712.06,827.44,903.77,1330.74,1498.12,773.7,1201.15,1682.86,1612.62,1618.91,1782.11,1695.0,1494.56,1593.81,1844.22,1929.15,1862.98,1764.36,1732.27,1543.43,1303.41,943.79
SHIHLIN ELEC.& ENGR.,TW0001503001,483.64,530.87,328.49,244.53,277.75,359.51,353.31,410.51,522.32,572.82,422.95,617.73,692.69,577.25,629.1,649.98,656.04,616.77,683.15,732.5,686.4,766.15,882.67,960.88,1156.39,2077.94,2800.29
TECO ELEC.& MACHINERY,TW0001504009,1008.11,2222.35,1227.61,755.95,689.22,755.55,617.6,581.07,928.73,889.68,507.79,711.12,1149.34,1231.29,1547.09,2184.63,1951.62,1560.62,1846.35,1918.32,1208.56,1760.26,2224.69,2253.07,2078.35,3172.49,3536.32
WALSIN LIHWA,TW0001605004,930.55,2529.29,1633.99,961.67,1260.42,1254.29,1456.83,1112.92,1646.06,1409.69,510.56,1010.36,2192.19,1304.91,1218.95,1111.84,1088.44,772.75,1415.18,1934.51,1893.52,1591.99,2060.53,3170.54,6786.75,4552.58,2874.94
ETERNAL MATERIALS,TW0001717007,375.76,561.11,406.96,331.49,425.55,387.01,392.15,610.29,1199.62,795.91,373.65,851.04,1124.82,855.8,863.16,928.61,1012.27,974.22,1206.04,1223.32,1006.7,1087.01,1502.89,1625.37,1307.68,1087.14,1013.33
TAIWAN FERTILIZER,TW0001722007,953.86,1048.37,447.38,555.35,494.24,887.97,1085.02,1207.34,1759.62,3403.52,1620.27,3057.91,3696.39,2639.94,2442.92,2047.5,1711.57,1265.94,1291.38,1325.93,1382.06,1523.69,1797.01,2353.64,1868.3,2097.26,1537.25
CHINA STEEL CHEMICAL,TW0001723005,114.24,124.97,169.06,158.26,219.45,253.21,310.74,268.81,353.23,511.54,356.58,602.46,995.57,1051.59,1168.3,1313.64,1146.82,795.24,952.92,1146.77,1044.29,922.8,867.97,970.99,869.77,865.22,660.73
SOLAR APPD.MATS.TECH.,TW0001785004,,,,,,,99.53,125.37,336.54,471.96,276.28,573.63,750.97,487.84,508.54,363.66,339.56,220.15,224.37,314.23,245.63,337.29,914.03,998.12,756.25,746.17,1061.52
TAIWAN GLASS IND.,TW0001802007,914.4,1006.11,1071.85,728.1,916.43,1063.26,1255.39,1278.27,1361.38,1810.92,918.68,1726.62,2772.05,2606.3,2349.51,2327.24,1749.35,898.29,1244.6,1910.08,1234.59,964.76,1741.11,2409.97,2287.15,1681.63,1479.46
YUEN FOONG YU PAPR.MNFG.,TW0001907004,394.67,613.5,393.43,288.28,541.37,620.02,744.36,508.81,612.48,582.79,319.8,605.51,794.5,722.95,796.38,797.37,685.56,505.1,579.71,778.17,621.17,698.82,1445.15,1961.0,1456.86,1603.77,1488.29
CHINA STEEL,TW0002002003,4287.53,7176.63,5577.64,4382.76,6276.59,8252.7,11042.29,8903.45,11753.95,16472.04,8408.89,12809.32,15750.16,14938.11,14315.29,13263.02,13143.07,8653.82,12892.17,13381.91,13059.18,11975.56,13418.43,19082.69,16974.33,12708.84,9552.95
TUNG HO STL.ENTER.,TW0002006004,304.53,430.59,273.09,158.16,264.79,308.09,579.04,498.8,872.79,1440.48,574.77,1043.6,1155.17,967.23,994.59,863.2,748.52,534.04,697.05,896.5,643.48,749.06,1163.02,1772.11,1397.02,1693.71,1525.77
CHUNG HUNG STEEL,TW0002014008,139.77,246.45,115.46,52.73,547.43,482.39,784.29,315.31,690.78,720.21,418.67,751.66,841.58,498.59,494.59,405.11,327.02,240.08,542.79,631.06,544.07,432.65,728.64,1909.66,1375.63,1087.67,847.7
FENG HSIN STEEL,TW0002015005,174.89,296.86,151.96,124.61,379.62,420.45,673.82,436.01,732.76,946.34,615.84,916.46,1125.9,1009.01,1041.18,994.37,717.66,673.72,919.86,1221.63,1101.18,1019.46,1351.28,1735.56,1361.48,1272.61,1185.3
YIEH PHUI ENTERPRISE,TW0002023009,240.86,433.1,205.99,131.99,904.66,808.69,825.71,437.64,565.67,499.94,388.24,533.17,623.27,562.28,520.89,526.81,482.38,384.14,710.43,719.59,610.24,571.59,800.79,1461.4,1160.07,952.29,953.55
NANKANG RUBBER TIRE,TW0002101003,497.57,482.98,47.63,38.82,66.41,308.32,327.44,335.6,527.14,770.65,260.83,889.53,1077.61,1198.63,1052.46,1064.38,870.72,697.34,822.5,773.13,714.86,1304.85,1147.62,1364.21,953.62,1108.74,1150.3
TSRC,TW0002103009,291.23,281.18,103.75,94.2,166.87,271.56,290.31,383.08,453.15,746.98,455.42,774.67,1696.91,1913.7,1580.46,1117.39,982.3,584.05,1009.68,1007.01,750.79,602.38,627.18,1101.38,794.03,589.91,503.84
CHENG SHIN RUB.INDS.,TW0002105004,700.9,743.21,551.5,595.78,1200.29,1320.88,1277.16,871.88,1198.72,1923.78,1021.18,3039.67,4563.52,5780.72,7387.99,8184.44,7835.34,5148.96,6414.81,5688.53,4550.15,4210.46,4895.17,4026.42,3783.05,4745.7,4996.22
YULON MOTOR,TW0002201001,1790.67,1425.04,1155.64,825.11,2319.38,1810.18,1672.64,1510.62,1651.29,1780.72,549.06,1546.02,3299.6,3085.93,2895.55,2704.82,2301.7,1383.64,1407.1,1261.82,938.97,890.47,1470.88,1466.89,2677.76,2368.71,1600.67
CHINA MOTOR,TW0002204005,1420.18,1268.38,1181.38,827.62,2514.83,2459.67,1638.79,1586.07,1358.55,964.22,346.28,759.73,1313.44,1472.59,1269.26,1288.23,1188.92,883.57,1300.5,1266.56,1076.12,655.17,939.97,1216.16,1107.65,1977.59,1394.84
HOTAI MOTOR,TW0002207008,444.92,446.13,365.13,250.11,481.64,670.23,1042.31,1345.76,1256.14,1491.98,789.73,1181.05,1665.01,2794.56,4344.64,6625.0,7940.55,5492.07,6116.3,6913.3,5206.1,11160.3,11401.31,11821.39,12049.82,11476.16,10341.55
LITE-ON TECHNOLOGY,TW0002301009,371.37,586.77,685.97,1275.18,2476.21,2628.44,2694.2,3666.06,4177.59,3215.48,1391.56,2919.28,3116.59,2935.0,3316.48,3445.63,2938.72,2610.31,3710.58,3373.71,3460.64,3647.34,4714.09,5367.09,5305.26,8405.65,7641.13
UNITED MICRO ELTN.,TW0002303005,7246.99,36050.45,20769.72,17900.5,9588.15,15012.39,11729.45,11240.71,12010.58,7120.71,2755.33,6322.12,8097.59,6783.92,5075.24,5175.29,6225.37,5006.07,4590.51,6283.75,4587.53,5805.36,23355.98,25716.93,21228.02,19488.77,15404.91
DELTA ELECTRONICS,TW0002308004,1310.99,3861.74,3500.47,2093.64,1687.85,1954.15,2576.37,3823.82,6282.59,5301.31,3282.42,6604.93,11114.45,6598.29,8671.72,13395.53,15038.93,10587.92,14209.75,13062.57,12759.98,12047.29,26554.34,25028.46,26072.51,23800.11,31385.22
HON HAI PRECN.IND.,TW0002317005,3526.26,8791.14,9263.17,8960.33,7081.34,11413.0,14472.21,27562.9,35956.29,33702.26,13071.7,35870.45,41598.8,35024.22,33821.91,36789.39,40242.58,36746.33,46895.95,56435.19,31569.31,37616.53,57728.38,50838.61,46693.96,45300.92,69616.58
CMC MAGNETICS,TW0002323003,1200.45,5655.69,2348.36,1666.94,1288.89,2526.16,1439.92,1080.87,983.04,828.34,399.66,724.55,784.14,520.61,428.36,433.38,357.76,205.65,223.58,298.72,394.2,300.68,340.5,433.32,294.27,375.17,321.63
COMPAL ELECTRONICS,TW0002324001,2189.88,4434.21,2939.07,2887.44,2995.52,4358.32,3243.22,3299.05,3450.74,3323.48,1921.8,5768.94,5878.09,5193.31,3182.18,3314.13,3204.83,2552.82,2648.21,3236.02,2609.39,2640.49,3386.9,3992.96,3421.62,5054.64,4964.66
YAGEO,TW0002327004,839.57,1624.57,1917.38,1490.84,662.57,1169.96,753.44,906.72,1052.4,683.51,254.28,780.75,1156.56,688.22,651.04,922.32,1227.48,1040.91,1254.38,4799.01,4467.28,5551.9,10586.68,8183.9,7676.31,7523.73,8154.0
PAN-INTL.INDL.,TW0002328002,192.21,366.36,193.83,308.25,180.48,241.58,291.82,665.59,950.99,620.2,381.17,730.76,780.73,523.01,468.02,393.24,304.22,187.98,424.5,446.86,321.24,333.66,786.51,681.15,683.53,552.99,618.45
TAIWAN SEMICON.MNFG.,TW0002330008,14888.52,50340.05,36359.1,41190.08,25599.72,39523.82,39239.11,49106.77,53207.96,50541.14,31737.63,47688.1,68103.4,67444.15,88885.27,89860.43,116908.68,110747.17,153950.07,230194.26,186428.08,269630.81,585777.13,592928.84,471635.64,527546.8,840275.03
D-LINK,TW0002332004,414.04,827.04,517.08,808.72,433.0,706.0,621.74,720.0,991.59,844.56,309.82,631.46,691.5,501.4,404.66,411.45,373.75,208.99,223.44,277.69,258.77,287.33,556.99,354.76,317.2,373.71,423.24
MACRONIX INTL.,TW0002337003,1354.99,4570.99,4097.15,2480.56,1239.29,1169.7,937.09,723.19,1173.9,1220.09,817.14,1764.82,2618.46,1520.72,1011.04,771.77,764.54,408.71,871.05,2846.25,1161.37,2320.14,2670.68,2735.92,2331.62,1706.36,1056.54
WINBOND ELTN.,TW0002344009,3034.44,7959.14,4940.28,3495.61,1938.46,2300.1,1562.26,1318.92,1499.28,1040.2,347.89,838.59,1365.75,624.85,728.36,902.34,1168.01,943.15,1474.58,3186.01,1903.31,2174.36,3890.87,4285.65,3163.73,3622.38,1948.67
SYNNEX TECH.INTL.,TW0002347002,828.43,2365.09,1123.0,841.18,1008.24,1146.71,1177.91,1167.94,1248.2,2265.58,1277.13,2674.02,4064.95,3782.08,3246.23,2692.48,2264.21,1452.12,1733.64,2293.81,2051.09,2048.21,2781.25,4053.83,3455.11,3863.41,3631.62
RITEK,TW0002349008,942.69,4015.8,3196.02,1769.33,1051.67,1428.4,722.63,791.01,626.76,506.02,325.29,655.04,805.18,439.53,316.54,445.44,299.27,207.53,322.36,333.64,451.18,235.27,252.91,235.68,193.93,173.79,276.23
QISDA,TW0002352002,815.62,3895.38,1574.98,2292.59,1932.96,2632.18,2658.04,2698.01,1327.79,1227.12,339.94,962.66,1368.24,536.48,473.0,524.52,883.64,595.37,1063.26,1426.4,1250.87,1285.5,2000.07,2096.61,1894.64,2992.95,1984.5
ACER,TW0002353000,213.16,1041.36,493.15,422.24,2025.32,3235.29,3334.6,5146.17,4373.78,3753.78,3284.97,7473.82,7379.7,4127.63,2465.56,1679.46,2013.36,1049.6,1452.33,2741.65,1950.66,1679.9,2761.71,3106.59,2561.35,4486.73,3567.25
FOXCONN TECHNOLOGY,TW0002354008,137.17,376.31,162.79,271.86,194.35,547.78,1158.31,2812.34,7677.0,4255.16,1781.22,3761.02,4504.71,4867.79,3614.25,2940.92,3711.22,2696.81,4032.8,4069.51,2724.14,2768.87,3721.2,3051.31,2687.08,2306.57,3238.24
INVENTEC,TW0002356003,2582.91,3407.29,1639.42,1535.22,1099.94,1240.04,1205.91,1496.63,1877.01,1274.21,662.45,1553.86,1739.88,1497.48,1441.99,3309.51,2695.77,2602.03,2655.16,2908.61,2760.13,2717.83,2987.8,3250.32,3075.25,6470.64,4997.31
ASUSTEK COMPUTER,TW0002357001,6550.32,14040.89,7469.21,9675.05,3657.89,5305.57,7046.13,9614.39,9122.37,9751.75,3711.36,7897.77,5658.72,6325.71,8657.68,6913.39,7825.69,6110.83,6429.48,7178.2,5702.58,5430.91,7579.86,9600.29,6967.51,10827.05,14597.65
CLEVO,TW0002362001,311.78,359.93,118.12,269.35,140.29,233.18,176.27,161.98,493.53,743.01,463.59,1125.12,1407.53,1092.52,967.2,1421.66,1029.95,675.69,612.24,654.38,646.84,753.96,715.57,711.21,668.7,846.69,1005.19
